Name,Latitude,Longitude,Address,Categories,Rating,Google Maps URL
Trạm Y Tế Phường Tân Hưng,10.746046,106.7042889,"Trạm Y Tế Phường Tân Hưng, 206 Lê Văn Lương, Tân Hưng, Hồ Chí Minh, Việt Nam",Dịch vụ y tế địa phương,3,https://www.google.com/maps/place/?q=place_id:ChIJr0HbZEIvdTERzvLj2PFPenI
Phong chan Tri YHDT Le Phuoc Ha,10.7513857,106.7047187,"Phong chan Tri YHDT Le Phuoc Ha, 591/1e Đ. Trần Xuân Soạn, Tân Hưng, Hồ Chí Minh, Việt Nam",Bệnh viện,5,https://www.google.com/maps/place/?q=place_id:ChIJ_b2R8XMvdTER2Dk-h_OvIOs
Phòng siêu âm chẩn đoán Dr. Hoa,10.748026999999999,106.7134722,"Phòng siêu âm chẩn đoán Dr. Hoa, chung cư Mỹ Phú, 60/68 Lâm Văn Bền, Tân Hưng, Hồ Chí Minh 756100, Việt Nam","Trung tâm kiểm tra sức khỏe, Bác sĩ",5,https://www.google.com/maps/place/?q=place_id:ChIJ4Tc1KpgvdTERbe_jtHBToYA
Trạm Y Tế Dự Phòng Quận 7,10.7489262,106.728642,"Trạm Y Tế Dự Phòng Quận 7, 342 Huỳnh Tấn Phát, Tân Thuận, Hồ Chí Minh, Việt Nam",Bệnh viện,2.5,https://www.google.com/maps/place/?q=place_id:ChIJv5aSUYEldTER2vDGJvGbLOs
Trạm Y tế phường Tân Thuận Đông,10.743765999999999,106.7295821,"Trạm Y tế phường Tân Thuận Đông, 531 Huỳnh Tấn Phát, Tân Thuận, Hồ Chí Minh 70000, Việt Nam",Trung tâm y tế,2.6,https://www.google.com/maps/place/?q=place_id:ChIJP-6Dq3gldTERP23JUcpUcTM
Kanso Beauty's & Spa Clinic Quận 7 (Chăm sóc da Nhật Bản),10.741106499999999,106.731219,"Kanso Beauty's & Spa Clinic Quận 7 (Chăm sóc da Nhật Bản), Đ. Số 1/585/32/24 Huỳnh Tấn Phát, Khu dân Cư Nam Long, Tân Thuận, Hồ Chí Minh 79000, Việt Nam","Cửa hàng chăm sóc sức khỏe và làm đẹp, Chuyên gia làm đẹp, Spa y tế, Cơ sở chăm sóc da",5,https://www.google.com/maps/place/?q=place_id:ChIJ2ysjmswldTERtncYS8FxGK4
Norra Spa - Quận 7,10.7390785,106.70808219999999,"Norra Spa - Quận 7, 501-503 Nguyễn Thị Thập, Tân Hưng, Hồ Chí Minh, Việt Nam",Spa,5,https://www.google.com/maps/place/?q=place_id:ChIJd7N99SYvdTER11_HLO9pXkw
Family Medical Practice - Phu My Hung,10.725178099999999,106.7074373,"Family Medical Practice - Phu My Hung, 41 Đặng Đức Thuật, Khu đô thị Phú Mỹ Hưng, Tân Hưng, Hồ Chí Minh, Việt Nam",Trung tâm y tế,4,https://www.google.com/maps/place/?q=place_id:ChIJ2TQnTiIvdTERhGOAubdqxd8
Phòng Khám Chuyên Khoa Tai - Mũi - Họng Bs Nguyễn Anh Tuấn,10.7082263,106.73745819999999,"Phòng Khám Chuyên Khoa Tai - Mũi - Họng Bs Nguyễn Anh Tuấn, 1607 Huỳnh Tấn Phát, Phú Thuận, Hồ Chí Minh, Việt Nam",Phòng khám,4.5,https://www.google.com/maps/place/?q=place_id:ChIJmVTPsk8ldTERout7zfG5KMI
"Nha Khoa Tâm Đức Smile Quận 7 | Nha Khoa Uy Tín | Trồng răng Implant, Bọc răng sứ, Dán răng sứ, Niềng răng, Nhổ răng",10.7213833,106.7361553,"Nha Khoa Tâm Đức Smile Quận 7 | Nha Khoa Uy Tín | Trồng răng Implant, Bọc răng sứ, Dán răng sứ, Niềng răng, Nhổ răng, 1112 Huỳnh Tấn Phát, Tân Mỹ, Hồ Chí Minh 700000, Việt Nam",Phòng khám nha khoa,4.8,https://www.google.com/maps/place/?q=place_id:ChIJl1QuJiYldTERAuZh6kMPHKc
HT spa 1 - Massage trị liệu Quận 7 | Gội dưỡng sinh Quận 7 | Lấy nhân mụn không đau,10.708120899999999,106.73377889999999,"HT spa 1 - Massage trị liệu Quận 7 | Gội dưỡng sinh Quận 7 | Lấy nhân mụn không đau, Chung cư boulevard, Tân Mỹ, Hồ Chí Minh, Việt Nam",Spa sức khỏe,4.7,https://www.google.com/maps/place/?q=place_id:ChIJd2O7nFMldTERMs_3JyjVAwY
"BON Spa - Phú Mỹ Hưng Quận 7 | Spa Chăm Sóc Mẹ Bầu và Em Bé, Dịch Vụ Chăm Sóc Sau Sinh, Massage Body và Gội Đầu Thư Giãn",10.7257348,106.7289618,"BON Spa - Phú Mỹ Hưng Quận 7 | Spa Chăm Sóc Mẹ Bầu và Em Bé, Dịch Vụ Chăm Sóc Sau Sinh, Massage Body và Gội Đầu Thư Giãn, The Peak - MidTown, Phú Mỹ Hưng, Khu đô thị Phú Mỹ Hưng, Tân Mỹ, Hồ Chí Minh 700000, Việt Nam","Spa sức khỏe, Cửa hàng chăm sóc sức khỏe và làm đẹp, Trung tâm chăm sóc thai sản",5,https://www.google.com/maps/place/?q=place_id:ChIJ80FCMTIldTERo7zBxN0Hw6s
BEN'AN - Dưỡng Sinh & Spa,10.715805,106.74180299999999,"BEN'AN - Dưỡng Sinh & Spa, 34 Đ. Lê Thị Chợ, Quận 7, Hồ Chí Minh 72907, Việt Nam",Spa,5,https://www.google.com/maps/place/?q=place_id:ChIJGZvkXQAldTERU5gura0S3Ho
Nha Khoa Top 1,10.720926799999999,106.7427939,"Nha Khoa Top 1, 04 Đ. Đào Trí, Phú Thuận, Hồ Chí Minh, Việt Nam",Phòng khám nha khoa,5,https://www.google.com/maps/place/?q=place_id:ChIJHQs9NAAldTERN9H6Odz4cgo
Nha Khoa Việt Mỹ - Quận 7,10.7153872,106.7367606,"Nha Khoa Việt Mỹ - Quận 7, 1298 Huỳnh Tấn Phát, Phường Tân Mỹ (P, Tân Mỹ, Hồ Chí Minh 70000, Việt Nam",Phòng khám nha khoa,4.4,https://www.google.com/maps/place/?q=place_id:ChIJKe3kIH0ldTER7Ay6Bn7ZYnQ
Cơ Sở Điều Trị Methadone Quận 7,10.7371514,106.7233084,"Cơ Sở Điều Trị Methadone Quận 7, 101 Nguyễn Thị Thập, Tân Mỹ, Hồ Chí Minh, Việt Nam",Trung tâm y tế,3.8,https://www.google.com/maps/place/?q=place_id:ChIJrVXKY4cvdTERZ9s9oUbBang
Nha Khoa Bảo Việt,10.7381101,106.71815939999999,"Nha Khoa Bảo Việt, 215 Nguyễn Thị Thập, Tân Mỹ, Hồ Chí Minh 700000, Việt Nam",Bệnh viện,4.9,https://www.google.com/maps/place/?q=place_id:ChIJi14hfQ8vdTERE90CDwA2U9w
Mommy spa & skincare Quận 7,10.7403398,106.7137972,"Mommy spa & skincare Quận 7, 39 Mai Văn Vĩnh, Tân Hưng, Hồ Chí Minh, Việt Nam",Spa,4.8,https://www.google.com/maps/place/?q=place_id:ChIJPf0D4RAvdTERPVWTxq_SGyE
Mer Beauty & Spa - Quận 7,10.740543299999999,106.7064377,"Mer Beauty & Spa - Quận 7, 145 Đường số 79, Tân Hưng, Hồ Chí Minh 722000, Việt Nam","Spa, Thẩm mỹ viện, Dịch vụ thẩm mỹ, Spa mặt, Spa sức khỏe",5,https://www.google.com/maps/place/?q=place_id:ChIJ01RoNxwvdTERBnf_JFEdUGA
PHÒNG KHÁM SẢN PHỤ KHOA - HIẾM MUỘN | BS. CK1 BÁ PHONG - BV TỪ DŨ,10.740681799999999,106.70644759999999,"PHÒNG KHÁM SẢN PHỤ KHOA - HIẾM MUỘN | BS. CK1 BÁ PHONG - BV TỪ DŨ, 138a Đường số 79, Tân Hưng, Hồ Chí Minh, Việt Nam",Bác sĩ khoa sản-Bác sĩ phụ khoa,5,https://www.google.com/maps/place/?q=place_id:ChIJPewANwAvdTERchcVuxYRn48
Mỹ Viện Thế Giới Sắc Đẹp - Quận 7,10.7241277,106.7288502,"Mỹ Viện Thế Giới Sắc Đẹp - Quận 7, 35 Đường 16, KDC, Phú Mỹ Hưng MIDTOWN (m7, P, Tân Mỹ, Hồ Chí Minh 72900, Việt Nam",Spa,4,https://www.google.com/maps/place/?q=place_id:ChIJWy2YFkIldTERp0F9XwnOumA
Phòng khám sản phụ khoa An Phúc,10.7216056,106.7360741,"Phòng khám sản phụ khoa An Phúc, 1106 Huỳnh Tấn Phát, Tân Mỹ, Hồ Chí Minh, Việt Nam",Phòng khám phụ khoa,3.7,https://www.google.com/maps/place/?q=place_id:ChIJi7Sleib_azERPwRlDodGX_I
Bệnh viện Thú y PetCare,10.730213,106.7099901,"Bệnh viện Thú y PetCare, 1 Đ. số 6, Hưng Vượng 2, Tân Hưng, Hồ Chí Minh, Việt Nam","Bác sĩ thú y, Bệnh viện thú y, Dịch vụ chăm sóc thú nuôi, Người giữ vật nuôi, Cửa hàng vật nuôi, Cửa hàng đồ vật nuôi",4.5,https://www.google.com/maps/place/?q=place_id:ChIJ0WqpopEvdTERfjHsk8yYmsE
Bệnh Viện Thú Y Dr. Pet,10.7281695,106.70956389999999,"Bệnh Viện Thú Y Dr. Pet, 23 Đường Nguyễn Văn Linh, Khu đô thị Phú Mỹ Hưng, Quận 7, Hồ Chí Minh, Việt Nam",Bệnh viện thú y,4.1,https://www.google.com/maps/place/?q=place_id:ChIJj0zaaZAvdTERlgPknzsfHKQ
